"Date","FCP.LYS1_1","FCP.LYS1_2","FCP.LYS1_3","FCP.LYS1_4","FCP.LYS1_5","FCP.LYS1_6","FCP.LYS1_SWP"
"2025-09-19",0.363611111111111,0.2825,0.320916666666667,0.329204861111111,0.354,0.376024305555556,-20.3538194444444
"2025-09-20",0.362798611111111,0.282152777777778,0.319878472222222,0.328677083333333,0.353635416666667,0.375607638888889,-20.6583333333333
"2025-09-21",0.386989583333333,0.289048611111111,0.320746527777778,0.328427083333333,0.354288194444444,0.376743055555556,-20.6215277777778
"2025-09-22",0.409079861111111,0.307309027777778,0.328590277777778,0.33378125,0.359809027777778,0.38346875,-17.2652777777778
"2025-09-23",0.401558558558559,0.306432432432432,0.329495495495496,0.33481981981982,0.359,0.382135135135135,-15.9027027027027
"2025-09-24",0.400371527777778,0.30575,0.328722222222222,0.334041666666667,0.3581875,0.381496527777778,-15.8586805555556
"2025-09-25",0.398211805555556,0.3043125,0.328013888888889,0.332961805555556,0.357131944444444,0.380107638888889,-16.0420138888889
"2025-09-26",0.395184027777778,0.302979166666667,0.327284722222222,0.332,0.35628125,0.378864583333333,-16.3868055555556
"2025-09-27",0.389534722222222,0.299732638888889,0.325375,0.331017361111111,0.355392361111111,0.377611111111111,-16.7864583333333
"2025-09-28",0.386809027777778,0.297326388888889,0.323576388888889,0.329583333333333,0.354184027777778,0.376541666666667,-17.1743055555556
"2025-09-29",0.385315972222222,0.296385416666667,0.322916666666667,0.328524305555556,0.35296875,0.375225694444444,-17.6003472222222
"2025-09-30",0.386,0.296,0.323,0.327809027777778,0.351871527777778,0.373923611111111,-17.8854166666667
