 ******* Program HYDRUS
 ******* 
 None                                                                    
 Date:  16. 1.    Time:  15:28:29
 Units: L = mm   , T = days , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

      49.0000  0.14478E+00  0.00000E+00  0.12061E-04  0.00000E+00 -0.26822E-06  0.64224E+01  0.00000E+00  0.16362E+00  0.00000E+00 -0.13053E-04 -0.10000E+07 -0.76083E+01 -0.15008E+02  0.00000E+00  0.00000E+00  0.23861E+02  0.00000E+00  0.16362E+00    131  0.00000E+00      0.000
      50.0000  0.16510E+00  0.00000E+00  0.10987E-04  0.00000E+00 -0.26822E-06  0.65875E+01  0.00000E+00  0.16363E+00  0.00000E+00 -0.13322E-04 -0.10000E+07 -0.76084E+01 -0.15008E+02  0.00000E+00  0.00000E+00  0.23861E+02  0.00000E+00  0.16363E+00    133  0.00000E+00      0.000
      51.0000  0.76200E-01  0.00000E+00  0.10022E-04  0.00000E+00 -0.26822E-06  0.66637E+01  0.00000E+00  0.16364E+00  0.00000E+00 -0.13590E-04 -0.10000E+07 -0.76084E+01 -0.15009E+02  0.00000E+00  0.00000E+00  0.23861E+02  0.00000E+00  0.16364E+00    135  0.00000E+00      0.000
      52.0000  0.66040E-01  0.00000E+00  0.91682E-05  0.00000E+00 -0.26822E-06  0.67297E+01  0.00000E+00  0.16365E+00  0.00000E+00 -0.13858E-04 -0.10000E+07 -0.76084E+01 -0.15009E+02  0.00000E+00  0.00000E+00  0.23861E+02  0.00000E+00  0.16365E+00    137  0.00000E+00      0.000
      53.0000  0.22860E-01  0.00000E+00  0.84000E-05  0.00000E+00 -0.26822E-06  0.67526E+01  0.00000E+00  0.16366E+00  0.00000E+00 -0.14126E-04 -0.10000E+07 -0.76084E+01 -0.15009E+02  0.00000E+00  0.00000E+00  0.23861E+02  0.00000E+00  0.16366E+00    139  0.00000E+00      0.000
      54.0000  0.17780E-01  0.00000E+00  0.77162E-05  0.00000E+00 -0.26822E-06  0.67704E+01  0.00000E+00  0.16367E+00  0.00000E+00 -0.14395E-04 -0.10000E+07 -0.76084E+01 -0.15009E+02  0.00000E+00  0.00000E+00  0.23861E+02  0.00000E+00  0.16367E+00    141  0.00000E+00      0.000
      55.0000  0.55880E-01  0.00000E+00  0.71014E-05  0.00000E+00 -0.26822E-06  0.68262E+01  0.00000E+00  0.16368E+00  0.00000E+00 -0.14663E-04 -0.10000E+07 -0.76085E+01 -0.15009E+02  0.00000E+00  0.00000E+00  0.23860E+02  0.00000E+00  0.16368E+00    143  0.00000E+00      0.000
      56.0000  0.18542E+00  0.00000E+00  0.65563E-05  0.00000E+00 -0.26822E-06  0.70117E+01  0.00000E+00  0.16368E+00  0.00000E+00 -0.14931E-04 -0.10000E+07 -0.76085E+01 -0.15009E+02  0.00000E+00  0.00000E+00  0.23860E+02  0.00000E+00  0.16368E+00    145  0.00000E+00      0.000
      57.0000  0.20066E+00  0.00000E+00  0.60666E-05  0.00000E+00 -0.26822E-06  0.72123E+01  0.00000E+00  0.16369E+00  0.00000E+00 -0.15199E-04 -0.10000E+07 -0.76085E+01 -0.15010E+02  0.00000E+00  0.00000E+00  0.23860E+02  0.00000E+00  0.16369E+00    147  0.00000E+00      0.000
      58.0000  0.14732E+00  0.00000E+00  0.56317E-05  0.00000E+00 -0.26822E-06  0.73596E+01  0.00000E+00  0.16370E+00  0.00000E+00 -0.15467E-04 -0.10000E+07 -0.76085E+01 -0.15010E+02  0.00000E+00  0.00000E+00  0.23860E+02  0.00000E+00  0.16370E+00    149  0.00000E+00      0.000
