,Unnamed: 0,date,pet_mm,temp.mean.agr_c,min_temp_c,max_temp_c,precip_mm,rTop,rRoot,vTop,vRoot,vBot,sum(rTop),sum(rRoot),sum(vTop),sum(vRoot),sum(vBot),hTop,hRoot,hBot,RunOff,sum(RunOff),Volume,sum(Infil),sum(Evap),Cum(WTrans),h3,theta3,temp3,h7,theta7,temp7,h12,theta12,temp12,h22,theta22,temp22,h32,theta32,temp32,h47,theta47,temp47,h72,theta72,temp72,h92,theta92,temp92,h112,theta112,temp112
59,60,2023-03-01,5,20,10,25,0,5.0,0.0,0.038858,0.0,-0.042553,300.0,0.0,8.5437,0.0,-12.49,-1000000.0,0.0,-141.79,0.0,0.0,43.316,0.0,8.5437,0.0,-2748.16,0.1553,20.0,-753.83,0.2081,20.0,-498.01,0.2312,20.0,-342.14,0.2553,20.0,-277.3,0.2697,20.0,-226.12,0.2842,20.0,-182.88,0.2998,20.0,-163.68,0.3082,20.0,-151.35,0.3136,20.0
60,61,2023-03-02,5,20,10,25,0,5.0,0.0,0.038267,0.0,-0.041613,305.0,0.0,8.5821,0.0,-12.531,-1000000.0,0.0,-142.9,0.0,0.0,43.236,0.0,8.5821,0.0,-2768.19,0.1551,20.0,-759.04,0.2077,20.0,-501.51,0.2309,20.0,-344.51,0.2549,20.0,-279.22,0.2692,20.0,-227.74,0.2837,20.0,-184.24,0.2992,20.0,-164.93,0.3076,20.0,-152.53,0.313,20.0
61,62,2023-03-03,5,20,10,25,0,5.0,0.0,0.03768,0.0,-0.040684,310.0,0.0,8.62,0.0,-12.572,-1000000.0,0.0,-143.99,0.0,0.0,43.157,0.0,8.62,0.0,-2787.43,0.1549,20.0,-763.92,0.2074,20.0,-505.04,0.2305,20.0,-346.86,0.2544,20.0,-281.15,0.2687,20.0,-229.34,0.2831,20.0,-185.6,0.2986,20.0,-166.16,0.3071,20.0,-153.7,0.3125,20.0
62,63,2023-03-04,5,20,10,25,0,5.0,0.0,0.037123,0.0,-0.039767,315.0,0.0,8.6572,0.0,-12.612,-1000000.0,0.0,-145.07,0.0,0.0,43.08,0.0,8.6572,0.0,-2805.94,0.1547,20.0,-768.57,0.207,20.0,-508.53,0.2301,20.0,-349.16,0.254,20.0,-283.04,0.2682,20.0,-230.94,0.2826,20.0,-186.95,0.298,20.0,-167.39,0.3065,20.0,-154.87,0.312,20.0
63,64,2023-03-05,5,20,10,25,0,5.0,0.0,0.036585,0.0,-0.038862,320.0,0.0,8.694,0.0,-12.651,-1000000.0,0.0,-146.14,0.0,0.0,43.004,0.0,8.694,0.0,-2823.97,0.1545,20.0,-773.05,0.2066,20.0,-511.95,0.2298,20.0,-351.43,0.2535,20.0,-284.93,0.2677,20.0,-232.53,0.282,20.0,-188.29,0.2974,20.0,-168.6,0.306,20.0,-156.02,0.3115,20.0
64,65,2023-03-06,5,20,10,25,0,5.0,0.0,0.036064,0.0,-0.037967,325.0,0.0,8.7301,0.0,-12.69,-1000000.0,0.0,-147.19,0.0,0.0,42.93,0.0,8.7301,0.0,-2841.31,0.1543,20.0,-777.8,0.2064,20.0,-515.34,0.2294,20.0,-353.66,0.2531,20.0,-286.81,0.2673,20.0,-234.11,0.2815,20.0,-189.62,0.2968,20.0,-169.79,0.3055,20.0,-157.15,0.311,20.0
65,66,2023-03-07,5,20,10,25,0,5.0,0.0,0.035571,0.0,-0.037083,330.0,0.0,8.7658,0.0,-12.727,-1000000.0,0.0,-148.24,0.0,0.0,42.857,0.0,8.7658,0.0,-2857.58,0.1541,20.0,-782.45,0.2061,20.0,-518.65,0.229,20.0,-355.93,0.2527,20.0,-288.66,0.2668,20.0,-235.69,0.281,20.0,-190.96,0.2962,20.0,-170.98,0.305,20.0,-158.28,0.3105,20.0
66,67,2023-03-08,5,20,10,25,0,5.0,0.0,0.035103,0.0,-0.036207,335.0,0.0,8.8011,0.0,-12.763,-1000000.0,0.0,-149.27,0.0,0.0,42.785,0.0,8.8011,0.0,-2873.04,0.154,20.0,-786.96,0.2058,20.0,-521.89,0.2287,20.0,-358.18,0.2522,20.0,-290.52,0.2663,20.0,-237.27,0.2804,20.0,-192.28,0.2957,20.0,-172.16,0.3044,20.0,-159.4,0.31,20.0
67,68,2023-03-09,5,20,10,25,0,5.0,0.0,0.034653,0.0,-0.035339,340.0,0.0,8.8358,0.0,-12.799,-1000000.0,0.0,-150.29,0.0,0.0,42.715,0.0,8.8358,0.0,-2887.95,0.1538,20.0,-791.36,0.2056,20.0,-525.07,0.2284,20.0,-360.41,0.2518,20.0,-292.37,0.2658,20.0,-238.83,0.2799,20.0,-193.6,0.2952,20.0,-173.33,0.3039,20.0,-160.51,0.3095,20.0
68,69,2023-03-10,5,20,10,25,0,5.0,0.0,0.034215,0.0,-0.034472,345.0,0.0,8.8701,0.0,-12.834,-1000000.0,0.0,-151.32,0.0,0.0,42.646,0.0,8.8701,0.0,-2902.49,0.1536,20.0,-795.68,0.2053,20.0,-528.2,0.228,20.0,-362.6,0.2514,20.0,-294.19,0.2653,20.0,-240.41,0.2794,20.0,-194.9,0.2948,20.0,-174.48,0.3034,20.0,-161.61,0.3091,20.0
69,70,2023-03-11,5,20,10,25,0,5.0,0.0,0.033783,0.0,-0.033735,350.0,0.0,8.904,0.0,-12.867,-1000000.0,0.0,-152.43,0.0,0.0,42.578,0.0,8.904,0.0,-2916.77,0.1535,20.0,-799.93,0.2051,20.0,-531.28,0.2277,20.0,-364.77,0.251,20.0,-296.04,0.2649,20.0,-241.96,0.2788,20.0,-196.19,0.2944,20.0,-175.63,0.3029,20.0,-162.71,0.3086,20.0
70,71,2023-03-12,5,20,10,25,0,5.0,0.0,0.033354,0.0,-0.033276,355.0,0.0,8.9375,0.0,-12.901,-1000000.0,0.0,-153.59,0.0,0.0,42.511,0.0,8.9375,0.0,-2930.81,0.1533,20.0,-804.11,0.2049,20.0,-534.3,0.2274,20.0,-366.97,0.2505,20.0,-297.86,0.2644,20.0,-243.53,0.2784,20.0,-197.46,0.2939,20.0,-176.78,0.3024,20.0,-163.8,0.3081,20.0
71,72,2023-03-13,5,20,10,25,0,5.0,0.0,0.032866,0.0,-0.03284,360.0,0.0,8.9705,0.0,-12.934,-1000000.0,0.0,-154.72,0.0,0.0,42.445,0.0,8.9705,0.0,-2940.54,0.1532,20.0,-808.33,0.2046,20.0,-537.28,0.2271,20.0,-369.14,0.2501,20.0,-299.67,0.2639,20.0,-245.07,0.278,20.0,-198.72,0.2935,20.0,-177.91,0.3019,20.0,-164.88,0.3076,20.0
72,73,2023-03-14,5,20,10,25,0,5.0,0.0,0.032871,0.0,-0.032413,365.0,0.0,9.0034,0.0,-12.966,-1000000.0,0.0,-155.81,0.0,0.0,42.38,0.0,9.0034,0.0,-2955.19,0.153,20.0,-812.7,0.2044,20.0,-540.21,0.2268,20.0,-371.28,0.2497,20.0,-301.51,0.2635,20.0,-246.6,0.2776,20.0,-199.97,0.2931,20.0,-179.04,0.3014,20.0,-165.96,0.3072,20.0
73,74,2023-03-15,5,20,10,25,0,5.0,0.0,0.032034,0.0,-0.031994,370.0,0.0,9.0356,0.0,-12.998,-1000000.0,0.0,-156.89,0.0,0.0,42.315,0.0,9.0356,0.0,-2961.13,0.153,20.0,-817.0,0.2041,20.0,-543.17,0.2264,20.0,-373.39,0.2493,20.0,-303.33,0.263,20.0,-248.11,0.2772,20.0,-201.2,0.2927,20.0,-180.16,0.3009,20.0,-167.04,0.3067,20.0
74,75,2023-03-16,5,20,10,25,0,5.0,0.0,0.032304,0.0,-0.03158,375.0,0.0,9.0679,0.0,-13.03,-1000000.0,0.0,-157.95,0.0,0.0,42.251,0.0,9.0679,0.0,-2981.55,0.1527,20.0,-821.34,0.2039,20.0,-546.16,0.2261,20.0,-375.53,0.2489,20.0,-305.12,0.2625,20.0,-249.59,0.2769,20.0,-202.43,0.2922,20.0,-181.27,0.3005,20.0,-168.11,0.3062,20.0
75,76,2023-03-17,5,20,10,25,0,5.0,0.0,0.03128,0.0,-0.031172,380.0,0.0,9.0992,0.0,-13.061,-1000000.0,0.0,-159.0,0.0,0.0,42.189,0.0,9.0992,0.0,-2980.04,0.1528,20.0,-825.22,0.2037,20.0,-549.1,0.2258,20.0,-377.72,0.2485,20.0,-306.95,0.2622,20.0,-251.07,0.2765,20.0,-203.64,0.2918,20.0,-182.38,0.3,20.0,-169.17,0.3058,20.0
76,77,2023-03-18,5,20,10,25,0,5.0,0.0,0.031212,0.0,-0.030768,385.0,0.0,9.131,0.0,-13.092,-1000000.0,0.0,-160.04,0.0,0.0,42.126,0.0,9.131,0.0,-3006.61,0.1524,20.0,-829.62,0.2034,20.0,-552.03,0.2255,20.0,-379.88,0.248,20.0,-308.74,0.2618,20.0,-252.53,0.2761,20.0,-204.85,0.2914,20.0,-183.49,0.2995,20.0,-170.22,0.3053,20.0
77,78,2023-03-19,5,20,10,25,0,5.0,0.0,0.030112,0.0,-0.030369,390.0,0.0,9.1618,0.0,-13.123,-1000000.0,0.0,-161.07,0.0,0.0,42.065,0.0,9.1618,0.0,-3007.88,0.1525,20.0,-833.31,0.2032,20.0,-554.89,0.2252,20.0,-382.01,0.2476,20.0,-310.51,0.2615,20.0,-253.97,0.2757,20.0,-206.04,0.291,20.0,-184.59,0.299,20.0,-171.27,0.3048,20.0
78,79,2023-03-20,5,20,10,25,0,5.0,0.0,0.030739,0.0,-0.029973,395.0,0.0,9.192,0.0,-13.153,-1000000.0,0.0,-162.08,0.0,0.0,42.005,0.0,9.192,0.0,-3012.02,0.1524,20.0,-836.69,0.203,20.0,-557.66,0.2249,20.0,-384.11,0.2472,20.0,-312.28,0.2611,20.0,-255.4,0.2754,20.0,-207.22,0.2906,20.0,-185.69,0.2985,20.0,-172.31,0.3044,20.0
79,80,2023-03-21,5,20,10,25,0,5.0,0.0,0.029335,0.0,-0.029582,400.0,0.0,9.2224,0.0,-13.182,-1000000.0,0.0,-163.09,0.0,0.0,41.944,0.0,9.2224,0.0,-3026.96,0.1522,20.0,-840.55,0.2028,20.0,-560.43,0.2246,20.0,-386.23,0.2468,20.0,-314.01,0.2608,20.0,-256.82,0.275,20.0,-208.4,0.2902,20.0,-186.78,0.298,20.0,-173.34,0.3039,20.0
80,81,2023-03-22,5,20,10,25,0,5.0,0.0,0.02997,0.0,-0.029195,405.0,0.0,9.2526,0.0,-13.212,-1000000.0,0.0,-164.08,0.0,0.0,41.885,0.0,9.2526,0.0,-3045.97,0.1521,20.0,-844.48,0.2026,20.0,-563.18,0.2243,20.0,-388.34,0.2465,20.0,-315.72,0.2605,20.0,-258.22,0.2746,20.0,-209.56,0.2898,20.0,-187.86,0.2976,20.0,-174.36,0.3035,20.0
81,82,2023-03-23,5,20,10,25,0,5.0,0.0,0.030029,0.0,-0.028811,410.0,0.0,9.2822,0.0,-13.241,-1000000.0,0.0,-165.07,0.0,0.0,41.826,0.0,9.2822,0.0,-3054.87,0.1519,20.0,-848.63,0.2024,20.0,-565.87,0.224,20.0,-390.43,0.2462,20.0,-317.43,0.2601,20.0,-259.61,0.2743,20.0,-210.72,0.2894,20.0,-188.94,0.2971,20.0,-175.38,0.303,20.0
82,83,2023-03-24,5,20,10,25,0,5.0,0.0,0.02852,0.0,-0.028431,415.0,0.0,9.3113,0.0,-13.269,-1000000.0,0.0,-166.05,0.0,0.0,41.769,0.0,9.3113,0.0,-3057.32,0.1519,20.0,-852.75,0.2021,20.0,-568.5,0.2238,20.0,-392.5,0.2459,20.0,-319.11,0.2598,20.0,-261.0,0.2739,20.0,-211.87,0.289,20.0,-190.02,0.2966,20.0,-176.38,0.3026,20.0
83,84,2023-03-25,5,20,10,25,0,5.0,0.0,0.028964,0.0,-0.028055,420.0,0.0,9.3407,0.0,-13.297,-1000000.0,0.0,-167.01,0.0,0.0,41.711,0.0,9.3407,0.0,-3083.26,0.1516,20.0,-857.28,0.2019,20.0,-571.11,0.2235,20.0,-394.55,0.2457,20.0,-320.76,0.2595,20.0,-262.36,0.2736,20.0,-213.01,0.2887,20.0,-191.1,0.2962,20.0,-177.38,0.3022,20.0
84,85,2023-03-26,5,20,10,25,0,5.0,0.0,0.027781,0.0,-0.027682,425.0,0.0,9.3692,0.0,-13.325,-1000000.0,0.0,-167.97,0.0,0.0,41.655,0.0,9.3692,0.0,-3081.44,0.1516,20.0,-861.39,0.2016,20.0,-573.67,0.2232,20.0,-396.59,0.2454,20.0,-322.42,0.2592,20.0,-263.72,0.2732,20.0,-214.14,0.2883,20.0,-192.17,0.2957,20.0,-178.38,0.3017,20.0
85,86,2023-03-27,5,20,10,25,0,5.0,0.0,0.028422,0.0,-0.027312,430.0,0.0,9.3972,0.0,-13.352,-1000000.0,0.0,-168.92,0.0,0.0,41.6,0.0,9.3972,0.0,-3082.14,0.1516,20.0,-865.12,0.2014,20.0,-576.18,0.223,20.0,-398.58,0.2451,20.0,-324.05,0.2588,20.0,-265.06,0.2729,20.0,-215.27,0.2879,20.0,-193.24,0.2954,20.0,-179.37,0.3013,20.0
86,87,2023-03-28,5,20,10,25,0,5.0,0.0,0.029072,0.0,-0.026946,435.0,0.0,9.4256,0.0,-13.38,-1000000.0,0.0,-169.86,0.0,0.0,41.544,0.0,9.4256,0.0,-3107.59,0.1514,20.0,-869.14,0.2012,20.0,-578.72,0.2227,20.0,-400.54,0.2448,20.0,-325.66,0.2585,20.0,-266.4,0.2725,20.0,-216.38,0.2875,20.0,-194.29,0.295,20.0,-180.35,0.3009,20.0
87,88,2023-03-29,5,20,10,25,0,5.0,0.0,0.028523,0.0,-0.026583,440.0,0.0,9.4536,0.0,-13.406,-1000000.0,0.0,-170.79,0.0,0.0,41.489,0.0,9.4536,0.0,-3117.44,0.1512,20.0,-873.56,0.2009,20.0,-581.55,0.2224,20.0,-402.47,0.2445,20.0,-327.27,0.2582,20.0,-267.72,0.2722,20.0,-217.49,0.2871,20.0,-195.34,0.2946,20.0,-181.32,0.3004,20.0
88,89,2023-03-30,5,20,10,25,0,5.0,0.0,0.028174,0.0,-0.026223,445.0,0.0,9.4811,0.0,-13.432,-1000000.0,0.0,-171.72,0.0,0.0,41.436,0.0,9.4811,0.0,-3121.04,0.1512,20.0,-877.5,0.2007,20.0,-584.41,0.2221,20.0,-404.4,0.2442,20.0,-328.85,0.2579,20.0,-269.04,0.2718,20.0,-218.6,0.2868,20.0,-196.38,0.2943,20.0,-182.29,0.3,20.0
89,90,2023-03-31,5,20,10,25,0,5.0,0.0,0.027283,0.0,-0.025867,450.0,0.0,9.5082,0.0,-13.458,-1000000.0,0.0,-172.64,0.0,0.0,41.383,0.0,9.5082,0.0,-3122.0,0.1512,20.0,-881.35,0.2005,20.0,-587.24,0.2218,20.0,-406.34,0.244,20.0,-330.41,0.2576,20.0,-270.34,0.2715,20.0,-219.69,0.2864,20.0,-197.42,0.2939,20.0,-183.25,0.2996,20.0
90,91,2023-04-01,5,20,10,25,0,5.0,0.0,0.027049,0.0,-0.025513,455.0,0.0,9.5351,0.0,-13.484,-1000000.0,0.0,-173.54,0.0,0.0,41.33,0.0,9.5351,0.0,-3124.33,0.1512,20.0,-885.32,0.2003,20.0,-590.05,0.2215,20.0,-408.28,0.2437,20.0,-331.98,0.2573,20.0,-271.63,0.2712,20.0,-220.78,0.286,20.0,-198.44,0.2936,20.0,-184.2,0.2992,20.0
91,92,2023-04-02,5,20,10,25,0,5.0,0.0,0.027153,0.0,-0.025163,460.0,0.0,9.5622,0.0,-13.509,-1000000.0,0.0,-174.45,0.0,0.0,41.278,0.0,9.5622,0.0,-3141.03,0.151,20.0,-889.52,0.2001,20.0,-592.84,0.2212,20.0,-410.2,0.2434,20.0,-333.54,0.257,20.0,-272.92,0.2708,20.0,-221.87,0.2857,20.0,-199.46,0.2933,20.0,-185.16,0.2988,20.0
92,93,2023-04-03,5,20,10,25,0,5.0,0.0,0.026942,0.0,-0.024815,465.0,0.0,9.5892,0.0,-13.534,-1000000.0,0.0,-175.34,0.0,0.0,41.226,0.0,9.5892,0.0,-3160.0,0.1508,20.0,-893.95,0.1998,20.0,-595.65,0.2209,20.0,-412.09,0.2431,20.0,-335.07,0.2567,20.0,-274.2,0.2705,20.0,-222.94,0.2853,20.0,-200.47,0.2929,20.0,-186.1,0.2983,20.0
93,94,2023-04-04,5,20,10,25,0,5.0,0.0,0.02664,0.0,-0.02447,470.0,0.0,9.6159,0.0,-13.559,-1000000.0,0.0,-176.22,0.0,0.0,41.175,0.0,9.6159,0.0,-3175.76,0.1507,20.0,-898.45,0.1995,20.0,-598.46,0.2206,20.0,-413.97,0.2429,20.0,-336.6,0.2564,20.0,-275.47,0.2702,20.0,-224.01,0.2849,20.0,-201.47,0.2926,20.0,-187.04,0.2979,20.0
94,95,2023-04-05,5,20,10,25,0,5.0,0.0,0.026388,0.0,-0.024128,475.0,0.0,9.6424,0.0,-13.583,-1000000.0,0.0,-177.1,0.0,0.0,41.124,0.0,9.6424,0.0,-3188.91,0.1506,20.0,-902.93,0.1993,20.0,-601.26,0.2203,20.0,-415.85,0.2426,20.0,-338.12,0.2561,20.0,-276.74,0.2699,20.0,-225.08,0.2846,20.0,-202.46,0.2922,20.0,-187.98,0.2975,20.0
95,96,2023-04-06,5,20,10,25,0,5.0,0.0,0.026205,0.0,-0.023789,480.0,0.0,9.6686,0.0,-13.607,-1000000.0,0.0,-177.97,0.0,0.0,41.074,0.0,9.6686,0.0,-3202.08,0.1505,20.0,-907.4,0.199,20.0,-604.06,0.22,20.0,-417.7,0.2423,20.0,-339.63,0.2558,20.0,-277.99,0.2695,20.0,-226.14,0.2842,20.0,-203.45,0.2919,20.0,-188.91,0.2971,20.0
96,97,2023-04-07,5,20,10,25,0,5.0,0.0,0.026036,0.0,-0.023453,485.0,0.0,9.6947,0.0,-13.63,-1000000.0,0.0,-178.84,0.0,0.0,41.024,0.0,9.6947,0.0,-3216.55,0.1504,20.0,-911.87,0.1988,20.0,-606.85,0.2197,20.0,-419.53,0.2421,20.0,-341.14,0.2555,20.0,-279.24,0.2692,20.0,-227.2,0.2838,20.0,-204.42,0.2916,20.0,-189.84,0.2967,20.0
97,98,2023-04-08,5,20,10,25,0,5.0,0.0,0.025844,0.0,-0.023119,490.0,0.0,9.7206,0.0,-13.654,-1000000.0,0.0,-179.7,0.0,0.0,40.975,0.0,9.7206,0.0,-3231.93,0.1503,20.0,-916.36,0.1985,20.0,-609.62,0.2194,20.0,-421.37,0.2418,20.0,-342.63,0.2552,20.0,-280.49,0.2689,20.0,-228.25,0.2835,20.0,-205.4,0.2912,20.0,-190.76,0.2963,20.0
98,99,2023-04-09,5,20,10,25,0,5.0,0.0,0.02563,0.0,-0.022788,495.0,0.0,9.7463,0.0,-13.676,-1000000.0,0.0,-180.55,0.0,0.0,40.927,0.0,9.7463,0.0,-3247.49,0.1502,20.0,-920.86,0.1983,20.0,-612.36,0.2191,20.0,-423.2,0.2415,20.0,-344.1,0.255,20.0,-281.72,0.2686,20.0,-229.3,0.2831,20.0,-206.36,0.2909,20.0,-191.68,0.2959,20.0
99,100,2023-04-10,5,20,10,25,100,-95.0,0.0,-8.0282,0.0,-0.022459,400.0,0.0,-0.39316,0.0,-13.699,0.0,0.0,-181.39,86.972,84.862,51.043,10.175,14.746,0.0,0.04,0.4418,20.0,0.11,0.4418,20.0,0.2,0.4418,20.0,0.39,0.4418,20.0,0.14,0.4418,20.0,-29.2,0.4124,20.0,-230.34,0.2828,20.0,-207.32,0.2906,20.0,-192.61,0.2956,20.0
100,101,2023-04-11,5,20,10,25,0,5.0,0.0,0.84818,0.0,-0.022133,405.0,0.0,2.0639,0.0,-13.721,-1000000.0,0.0,-182.23,0.0,84.862,48.564,10.175,17.203,0.0,-730.35,0.2099,20.0,-158.94,0.3102,20.0,-99.77,0.3448,20.0,-66.11,0.3727,20.0,-55.19,0.3834,20.0,-55.21,0.3834,20.0,-147.67,0.3157,20.0,-208.14,0.2903,20.0,-193.53,0.2953,20.0
101,102,2023-04-12,5,20,10,25,0,5.0,0.0,0.47545,0.0,-0.021808,410.0,0.0,2.6718,0.0,-13.743,-1000000.0,0.0,-183.07,0.0,84.862,47.934,10.175,17.811,0.0,-936.78,0.1974,20.0,-214.71,0.2881,20.0,-137.67,0.3212,20.0,-93.3,0.3494,20.0,-77.8,0.362,20.0,-72.23,0.3669,20.0,-109.36,0.3382,20.0,-196.43,0.2943,20.0,-194.36,0.295,20.0
102,103,2023-04-13,5,20,10,25,0,5.0,0.0,0.34701,0.0,-0.021486,415.0,0.0,3.0671,0.0,-13.765,-1000000.0,0.0,-183.89,0.0,84.862,47.517,10.175,18.207,0.0,-1074.06,0.1911,20.0,-254.79,0.2755,20.0,-165.22,0.3075,20.0,-112.8,0.3359,20.0,-93.88,0.349,20.0,-84.91,0.3562,20.0,-105.14,0.3411,20.0,-169.28,0.3057,20.0,-193.69,0.2952,20.0
103,104,2023-04-14,5,20,10,25,0,5.0,0.0,0.27093,0.0,-0.021168,420.0,0.0,3.3659,0.0,-13.786,-1000000.0,0.0,-184.71,0.0,84.862,47.197,10.175,18.505,0.0,-1188.87,0.1864,20.0,-288.19,0.2669,20.0,-187.04,0.2979,20.0,-128.53,0.3262,20.0,-106.71,0.34,20.0,-94.53,0.3484,20.0,-106.34,0.3403,20.0,-150.9,0.3139,20.0,-189.49,0.2968,20.0
104,105,2023-04-15,5,20,10,25,0,5.0,0.0,0.23004,0.0,-0.020875,425.0,0.0,3.6077,0.0,-13.807,-1000000.0,0.0,-185.46,0.0,84.862,46.934,10.175,18.747,0.0,-1282.29,0.1831,20.0,-315.0,0.2606,20.0,-206.07,0.291,20.0,-141.63,0.319,20.0,-117.48,0.3327,20.0,-103.37,0.3423,20.0,-109.0,0.3385,20.0,-141.33,0.3192,20.0,-181.93,0.3002,20.0
105,106,2023-04-16,5,20,10,25,0,5.0,0.0,0.19548,0.0,-0.020668,430.0,0.0,3.8128,0.0,-13.828,-1000000.0,0.0,-186.0,0.0,84.862,46.709,10.175,18.952,0.0,-1378.87,0.1802,20.0,-338.72,0.256,20.0,-222.09,0.2856,20.0,-153.24,0.3127,20.0,-127.1,0.327,20.0,-110.75,0.3373,20.0,-112.06,0.3364,20.0,-136.66,0.3217,20.0,-173.72,0.3038,20.0
106,107,2023-04-17,5,20,10,25,0,5.0,0.0,0.1678,0.0,-0.020622,435.0,0.0,3.9912,0.0,-13.849,-1000000.0,0.0,-186.11,0.0,84.862,46.51,10.175,19.131,0.0,-1448.06,0.1783,20.0,-362.11,0.2515,20.0,-237.02,0.2805,20.0,-163.79,0.3081,20.0,-135.54,0.3224,20.0,-117.26,0.3329,20.0,-115.16,0.3343,20.0,-134.33,0.323,20.0,-166.68,0.3068,20.0
107,108,2023-04-18,5,20,10,25,0,5.0,0.0,0.15162,0.0,-0.020806,440.0,0.0,4.1509,0.0,-13.869,-1000000.0,0.0,-185.65,0.0,84.862,46.329,10.175,19.29,0.0,-1502.47,0.1766,20.0,-381.89,0.2476,20.0,-250.94,0.2765,20.0,-173.29,0.3039,20.0,-143.22,0.3181,20.0,-123.41,0.3291,20.0,-118.28,0.3322,20.0,-133.3,0.3236,20.0,-161.04,0.3093,20.0
108,109,2023-04-19,5,20,10,25,0,5.0,0.0,0.13711,0.0,-0.021284,445.0,0.0,4.2949,0.0,-13.89,-1000000.0,0.0,-184.42,0.0,84.862,46.164,10.175,19.434,0.0,-1554.63,0.1751,20.0,-399.7,0.2449,20.0,-263.63,0.2732,20.0,-181.97,0.3002,20.0,-150.39,0.3142,20.0,-129.06,0.3259,20.0,-121.65,0.33,20.0,-133.15,0.3237,20.0,-156.77,0.3112,20.0
109,110,2023-04-20,5,20,10,25,0,5.0,0.0,0.12873,0.0,-0.022057,450.0,0.0,4.4281,0.0,-13.912,-1000000.0,0.0,-182.44,0.0,84.862,46.009,10.175,19.568,0.0,-1637.57,0.1733,20.0,-416.27,0.2425,20.0,-275.04,0.2703,20.0,-190.17,0.2966,20.0,-157.16,0.311,20.0,-134.3,0.323,20.0,-125.08,0.3281,20.0,-133.62,0.3234,20.0,-153.64,0.3126,20.0
110,111,2023-04-21,5,20,10,25,0,5.0,0.0,0.11949,0.0,-0.023063,455.0,0.0,4.5493,0.0,-13.935,-1000000.0,0.0,-179.85,0.0,84.862,45.865,10.175,19.689,0.0,-1705.47,0.1718,20.0,-433.38,0.2401,20.0,-285.43,0.2676,20.0,-197.91,0.2938,20.0,-163.33,0.3083,20.0,-139.14,0.3204,20.0,-128.19,0.3264,20.0,-134.46,0.323,20.0,-151.45,0.3136,20.0
111,112,2023-04-22,5,20,10,25,0,5.0,0.0,0.1125,0.0,-0.024193,460.0,0.0,4.663,0.0,-13.959,-1000000.0,0.0,-176.95,0.0,84.862,45.728,10.175,19.802,0.0,-1763.39,0.1706,20.0,-450.32,0.2376,20.0,-296.08,0.2649,20.0,-205.13,0.2913,20.0,-169.09,0.3058,20.0,-143.7,0.3179,20.0,-131.12,0.3248,20.0,-135.49,0.3224,20.0,-149.89,0.3144,20.0
112,113,2023-04-23,5,20,10,25,0,5.0,0.0,0.10464,0.0,-0.025367,465.0,0.0,4.7693,0.0,-13.984,-1000000.0,0.0,-173.92,0.0,84.862,45.596,10.175,19.909,0.0,-1817.12,0.1695,20.0,-465.46,0.2355,20.0,-306.15,0.2623,20.0,-211.94,0.289,20.0,-174.56,0.3034,20.0,-148.08,0.3154,20.0,-133.91,0.3233,20.0,-136.63,0.3218,20.0,-148.81,0.315,20.0
113,114,2023-04-24,5,20,10,25,0,5.0,0.0,0.095992,0.0,-0.02654,470.0,0.0,4.8682,0.0,-14.01,-1000000.0,0.0,-170.92,0.0,84.862,45.471,10.175,20.008,0.0,-1855.58,0.1687,20.0,-478.73,0.2335,20.0,-315.68,0.2605,20.0,-218.34,0.2868,20.0,-179.74,0.3011,20.0,-152.29,0.3131,20.0,-136.55,0.3218,20.0,-137.85,0.3211,20.0,-148.1,0.3154,20.0
114,115,2023-04-25,5,20,10,25,0,5.0,0.0,0.091573,0.0,-0.027664,475.0,0.0,4.9623,0.0,-14.037,-1000000.0,0.0,-168.03,0.0,84.862,45.35,10.175,20.102,0.0,-1901.4,0.1677,20.0,-491.35,0.2319,20.0,-324.82,0.2587,20.0,-224.46,0.2848,20.0,-184.76,0.2989,20.0,-156.38,0.3114,20.0,-139.1,0.3204,20.0,-139.12,0.3204,20.0,-147.66,0.3157,20.0
115,116,2023-04-26,5,20,10,25,0,5.0,0.0,0.087995,0.0,-0.028711,480.0,0.0,5.0513,0.0,-14.065,-1000000.0,0.0,-165.34,0.0,84.862,45.233,10.175,20.191,0.0,-1935.67,0.1669,20.0,-503.52,0.2306,20.0,-333.32,0.257,20.0,-230.37,0.2828,20.0,-189.65,0.2968,20.0,-160.24,0.3097,20.0,-141.56,0.319,20.0,-140.41,0.3197,20.0,-147.43,0.3158,20.0
116,117,2023-04-27,5,20,10,25,0,5.0,0.0,0.085589,0.0,-0.029662,485.0,0.0,5.1356,0.0,-14.095,-1000000.0,0.0,-162.89,0.0,84.862,45.119,10.175,20.275,0.0,-1955.06,0.1665,20.0,-515.25,0.2294,20.0,-341.37,0.2555,20.0,-236.09,0.2808,20.0,-194.43,0.295,20.0,-163.89,0.3081,20.0,-143.94,0.3177,20.0,-141.73,0.3189,20.0,-147.36,0.3158,20.0
117,118,2023-04-28,5,20,10,25,0,5.0,0.0,0.076555,0.0,-0.030512,490.0,0.0,5.2163,0.0,-14.125,-1000000.0,0.0,-160.71,0.0,84.862,45.008,10.175,20.356,0.0,-1989.88,0.1659,20.0,-526.1,0.2283,20.0,-349.16,0.254,20.0,-241.72,0.2789,20.0,-198.98,0.2934,20.0,-167.37,0.3065,20.0,-146.26,0.3164,20.0,-143.05,0.3182,20.0,-147.41,0.3158,20.0
