

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

   626.00000 -0.148658E+02  0.117942E+03 -0.395141E+02  0.577581E+02 -0.131136E+00  -1608.134   -808.789  -1944.683     626
   627.00000 -0.148658E+02  0.118031E+03 -0.395141E+02  0.577582E+02 -0.131146E+00  -1608.299   -808.792  -1945.683     627
   628.00000 -0.148658E+02  0.118275E+03 -0.395141E+02  0.577582E+02 -0.131157E+00  -1608.461   -808.821  -1946.682     628
   629.00000 -0.148658E+02  0.118620E+03 -0.395141E+02  0.577582E+02 -0.131168E+00  -1608.620   -808.829  -1947.679     629
   630.00000 -0.148658E+02  0.118816E+03 -0.395141E+02  0.577583E+02 -0.131178E+00  -1608.776   -808.857  -1948.672     630
   631.00000 -0.148658E+02  0.119139E+03 -0.395141E+02  0.577583E+02 -0.131189E+00  -1608.930   -808.854  -1949.664     631
   632.00000 -0.148658E+02  0.119405E+03 -0.395141E+02  0.577583E+02 -0.131200E+00  -1609.082   -808.877  -1950.653     632
   633.00000 -0.148658E+02  0.119847E+03 -0.395141E+02  0.577584E+02 -0.131210E+00  -1609.231   -808.914  -1951.640     633
   634.00000 -0.148658E+02  0.120244E+03 -0.395141E+02  0.577584E+02 -0.131221E+00  -1609.377   -808.910  -1952.623     634
   635.00000 -0.148658E+02  0.120561E+03 -0.395141E+02  0.577584E+02 -0.131231E+00  -1609.521   -808.930  -1953.605     635
   636.00000 -0.148658E+02  0.120970E+03 -0.395141E+02  0.577585E+02 -0.131242E+00  -1609.664   -808.968  -1954.585     636
   637.00000 -0.148658E+02  0.121204E+03 -0.395141E+02  0.577585E+02 -0.131252E+00  -1609.804   -808.963  -1955.561     637
   638.00000 -0.148658E+02  0.121521E+03 -0.395141E+02  0.577586E+02 -0.131263E+00  -1609.942   -809.000  -1956.537     638
   639.00000 -0.148658E+02  0.121729E+03 -0.395141E+02  0.577586E+02 -0.131273E+00  -1610.078   -808.996  -1957.509     639
   640.00000 -0.143248E+02  0.121729E+03 -0.393772E+02  0.577586E+02 -0.131284E+00***********   -904.704  -1958.479     640
   641.00000 -0.141317E+02  0.121729E+03 -0.393566E+02  0.577586E+02 -0.131294E+00***********   -928.945  -1959.447     641
   642.00000 -0.139565E+02  0.121729E+03 -0.393421E+02  0.577586E+02 -0.131304E+00***********   -945.123  -1960.413     642
   643.00000 -0.134942E+02  0.121729E+03 -0.393302E+02  0.577586E+02 -0.131315E+00***********   -958.092  -1961.376     643
   644.00000 -0.132402E+02  0.121729E+03 -0.393199E+02  0.577586E+02 -0.131325E+00***********   -969.320  -1962.337     644
   645.00000 -0.130167E+02  0.121729E+03 -0.393107E+02  0.577586E+02 -0.131335E+00***********   -979.571  -1963.400     645
   646.00000 -0.126814E+02  0.121729E+03 -0.393024E+02  0.577586E+02 -0.131345E+00***********   -987.900  -1964.721     646
   647.00000 -0.123283E+02  0.121729E+03 -0.392948E+02  0.577586E+02 -0.131356E+00***********   -995.503  -1966.045     647
   648.00000 -0.120489E+02  0.121729E+03 -0.392877E+02  0.577586E+02 -0.131366E+00***********  -1002.574  -1967.369     648
   649.00000 -0.118737E+02  0.121729E+03 -0.392810E+02  0.577586E+02 -0.131376E+00***********  -1009.046  -1968.689     649
   650.00000 -0.117441E+02  0.121729E+03 -0.392746E+02  0.577586E+02 -0.131386E+00***********  -1015.044  -1970.008     650
   651.00000 -0.115968E+02  0.121729E+03 -0.392687E+02  0.577586E+02 -0.131397E+00***********  -1020.695  -1971.326     651
   652.00000 -0.114419E+02  0.121729E+03 -0.392630E+02  0.577586E+02 -0.131407E+00***********  -1026.087  -1972.641     652
   653.00000 -0.111371E+02  0.121729E+03 -0.392575E+02  0.577586E+02 -0.131417E+00***********  -1031.232  -1973.955     653
   654.00000 -0.109034E+02  0.121729E+03 -0.392523E+02  0.577586E+02 -0.131427E+00***********  -1035.879  -1975.268     654
   655.00000 -0.106443E+02  0.121729E+03 -0.392472E+02  0.577586E+02 -0.131437E+00***********  -1040.408  -1976.578     655
   656.00000 -0.105071E+02  0.121729E+03 -0.392423E+02  0.577586E+02 -0.131447E+00***********  -1044.884  -1977.887     656
   657.00000 -0.102506E+02  0.121729E+03 -0.392376E+02  0.577586E+02 -0.131457E+00***********  -1049.304  -1979.194     657
   658.00000 -0.976293E+01  0.121729E+03 -0.392330E+02  0.577586E+02 -0.131468E+00***********  -1053.567  -1980.499     658
   659.00000 -0.935653E+01  0.121729E+03 -0.392285E+02  0.577586E+02 -0.131478E+00***********  -1057.606  -1981.803     659
   660.00000 -0.915586E+01  0.121729E+03 -0.392242E+02  0.577586E+02 -0.131488E+00***********  -1061.485  -1983.106     660
   661.00000 -0.898314E+01  0.121729E+03 -0.392199E+02  0.577586E+02 -0.131498E+00***********  -1065.247  -1984.406     661
   662.00000 -0.872915E+01  0.121729E+03 -0.392158E+02  0.577586E+02 -0.131508E+00***********  -1068.873  -1985.705     662
   663.00000 -0.856404E+01  0.121729E+03 -0.392117E+02  0.577586E+02 -0.131518E+00***********  -1072.360  -1987.001     663
   664.00000 -0.845737E+01  0.121729E+03 -0.392078E+02  0.577586E+02 -0.131528E+00***********  -1075.723  -1988.296     664
   665.00000 -0.818051E+01  0.121729E+03 -0.392039E+02  0.577586E+02 -0.131538E+00***********  -1078.988  -1989.589     665
   666.00000 -0.785285E+01  0.121729E+03 -0.392001E+02  0.577586E+02 -0.131548E+00***********  -1082.201  -1990.881     666
   667.00000 -0.763949E+01  0.121729E+03 -0.391964E+02  0.577586E+02 -0.131558E+00***********  -1085.332  -1992.171     667
   668.00000 -0.755821E+01  0.121729E+03 -0.391927E+02  0.577586E+02 -0.131568E+00***********  -1088.395  -1993.460     668
   669.00000 -0.738295E+01  0.121729E+03 -0.391891E+02  0.577586E+02 -0.131578E+00***********  -1091.409  -1994.748     669
   670.00000 -0.723563E+01  0.121729E+03 -0.391856E+02  0.577586E+02 -0.131588E+00***********  -1094.359  -1996.033     670
   671.00000 -0.706545E+01  0.121729E+03 -0.391822E+02  0.577586E+02 -0.131598E+00***********  -1097.248  -1997.316     671
   672.00000 -0.685463E+01  0.121729E+03 -0.391788E+02  0.577586E+02 -0.131608E+00***********  -1100.080  -1998.598     672
   673.00000 -0.675303E+01  0.121729E+03 -0.391754E+02  0.577586E+02 -0.131618E+00***********  -1102.859  -1999.878     673
   674.00000 -0.653459E+01  0.121729E+03 -0.391721E+02  0.577586E+02 -0.131627E+00***********  -1105.588  -2001.157     674
   675.00000 -0.645585E+01  0.121729E+03 -0.391689E+02  0.577586E+02 -0.131637E+00***********  -1108.269  -2002.433     675
   676.00000 -0.630345E+01  0.121729E+03 -0.391658E+02  0.577586E+02 -0.131647E+00***********  -1110.923  -2003.709     676
   677.00000 -0.601643E+01  0.121729E+03 -0.391626E+02  0.577586E+02 -0.131657E+00***********  -1113.499  -2004.983     677
   678.00000 -0.576497E+01  0.121729E+03 -0.391596E+02  0.577586E+02 -0.131667E+00***********  -1115.954  -2006.254     678
   679.00000 -0.565321E+01  0.121729E+03 -0.391565E+02  0.577586E+02 -0.131677E+00***********  -1118.381  -2007.524     679
   680.00000 -0.554907E+01  0.121729E+03 -0.391535E+02  0.577586E+02 -0.131687E+00***********  -1120.801  -2008.792     680
   681.00000 -0.536365E+01  0.121729E+03 -0.391505E+02  0.577586E+02 -0.131696E+00***********  -1123.216  -2010.059     681
   682.00000 -0.518077E+01  0.121729E+03 -0.391476E+02  0.577586E+02 -0.131706E+00***********  -1125.630  -2011.324     682
   683.00000 -0.490137E+01  0.121729E+03 -0.391447E+02  0.577586E+02 -0.131716E+00***********  -1128.073  -2012.589     683
   684.00000 -0.466007E+01  0.121729E+03 -0.391418E+02  0.577586E+02 -0.131726E+00***********  -1130.517  -2013.851     684
   685.00000 -0.459149E+01  0.121729E+03 -0.391390E+02  0.577586E+02 -0.131735E+00***********  -1132.951  -2015.110     685
   686.00000 -0.444163E+01  0.121729E+03 -0.391362E+02  0.577586E+02 -0.131745E+00***********  -1135.366  -2016.369     686
   687.00000 -0.412413E+01  0.121729E+03 -0.391334E+02  0.577586E+02 -0.131755E+00***********  -1137.766  -2017.626     687
   688.00000 -0.398951E+01  0.121729E+03 -0.391307E+02  0.577586E+02 -0.131765E+00***********  -1140.090  -2018.881     688
   689.00000 -0.394887E+01  0.121729E+03 -0.391280E+02  0.577586E+02 -0.131774E+00***********  -1142.334  -2020.134     689
   690.00000 -0.391839E+01  0.121729E+03 -0.391253E+02  0.577586E+02 -0.131784E+00***********  -1144.513  -2021.387     690
   691.00000 -0.387775E+01  0.121729E+03 -0.391227E+02  0.577586E+02 -0.131794E+00***********  -1146.641  -2022.638     691
   692.00000 -0.386505E+01  0.121729E+03 -0.391201E+02  0.577586E+02 -0.131803E+00***********  -1148.727  -2023.886     692
   693.00000 -0.384473E+01  0.121729E+03 -0.391175E+02  0.577586E+02 -0.131813E+00***********  -1150.789  -2025.134     693
   694.00000 -0.382695E+01  0.121729E+03 -0.391149E+02  0.577586E+02 -0.131823E+00***********  -1152.829  -2026.379     694
   695.00000 -0.380917E+01  0.121729E+03 -0.391124E+02  0.577586E+02 -0.131832E+00***********  -1154.847  -2027.623     695
   696.00000 -0.373297E+01  0.121729E+03 -0.391098E+02  0.577586E+02 -0.131842E+00***********  -1156.883  -2028.866     696
   697.00000 -0.371011E+01  0.121729E+03 -0.391073E+02  0.577586E+02 -0.131852E+00***********  -1158.900  -2030.107     697
   698.00000 -0.366947E+01  0.121729E+03 -0.391048E+02  0.577586E+02 -0.131861E+00***********  -1160.881  -2031.346     698
   699.00000 -0.365169E+01  0.121729E+03 -0.391024E+02  0.577586E+02 -0.131871E+00***********  -1162.828  -2032.583     699
   700.00000 -0.353231E+01  0.121729E+03 -0.390999E+02  0.577586E+02 -0.131880E+00***********  -1164.741  -2033.819     700
   701.00000 -0.349929E+01  0.121729E+03 -0.390975E+02  0.577586E+02 -0.131890E+00***********  -1166.623  -2035.053     701
   702.00000 -0.341801E+01  0.121729E+03 -0.390951E+02  0.577586E+02 -0.131899E+00***********  -1168.477  -2036.286     702
   703.00000 -0.326053E+01  0.121729E+03 -0.390927E+02  0.577586E+02 -0.131909E+00***********  -1170.311  -2037.518     703
   704.00000 -0.321227E+01  0.121729E+03 -0.390903E+02  0.577586E+02 -0.131918E+00***********  -1172.128  -2038.747     704
   705.00000 -0.303193E+01  0.121729E+03 -0.390880E+02  0.577586E+02 -0.131928E+00***********  -1173.923  -2039.974     705
   706.00000 -0.274237E+01  0.121729E+03 -0.390857E+02  0.577586E+02 -0.131937E+00***********  -1175.698  -2041.201     706
   707.00000 -0.237661E+01  0.121729E+03 -0.390833E+02  0.577586E+02 -0.131947E+00***********  -1177.457  -2042.425     707
   708.00000 -0.224707E+01  0.121729E+03 -0.390810E+02  0.577586E+02 -0.131956E+00***********  -1179.200  -2043.649     708
   709.00000 -0.218865E+01  0.121729E+03 -0.390788E+02  0.577586E+02 -0.131966E+00***********  -1180.928  -2044.870     709
   710.00000 -0.212007E+01  0.121729E+03 -0.390765E+02  0.577586E+02 -0.131975E+00***********  -1182.642  -2046.090     710
   711.00000 -0.201339E+01  0.121729E+03 -0.390742E+02  0.577586E+02 -0.131985E+00***********  -1184.343  -2047.308     711
   712.00000 -0.195751E+01  0.121729E+03 -0.390720E+02  0.577586E+02 -0.131994E+00***********  -1186.033  -2048.524     712
   713.00000 -0.182289E+01  0.121729E+03 -0.390698E+02  0.577586E+02 -0.132004E+00***********  -1187.711  -2049.740     713
   714.00000 -0.163747E+01  0.121729E+03 -0.390676E+02  0.577586E+02 -0.132013E+00***********  -1189.405  -2050.954     714
   715.00000 -0.152825E+01  0.121729E+03 -0.390654E+02  0.577586E+02 -0.132022E+00***********  -1191.091  -2052.166     715
   716.00000 -0.146983E+01  0.121729E+03 -0.390632E+02  0.577586E+02 -0.132032E+00***********  -1192.781  -2053.375     716
   717.00000 -0.144951E+01  0.121729E+03 -0.390610E+02  0.577586E+02 -0.132041E+00***********  -1194.458  -2054.584     717
   718.00000 -0.127679E+01  0.121729E+03 -0.390589E+02  0.577586E+02 -0.132050E+00***********  -1196.122  -2055.791     718
   719.00000 -0.115487E+01  0.121729E+03 -0.390567E+02  0.577586E+02 -0.132060E+00***********  -1197.774  -2056.997     719
   720.00000 -0.936427E+00  0.121729E+03 -0.390546E+02  0.577586E+02 -0.132069E+00***********  -1199.412  -2058.202     720
   721.00000 -0.684967E+00  0.121729E+03 -0.390525E+02  0.577586E+02 -0.132078E+00***********  -1201.036  -2059.404     721
   722.00000 -0.512247E+00  0.121729E+03 -0.390504E+02  0.577586E+02 -0.132088E+00***********  -1202.647  -2060.605     722
   723.00000 -0.314127E+00  0.121729E+03 -0.390484E+02  0.577586E+02 -0.132097E+00***********  -1204.245  -2061.804     723
   724.00000 -0.126167E+00  0.121729E+03 -0.390463E+02  0.577586E+02 -0.132106E+00***********  -1205.829  -2063.002     724
   725.00000  0.770328E-01  0.121729E+03 -0.390442E+02  0.577586E+02 -0.132116E+00***********  -1207.400  -2064.198     725
   726.00000  0.295473E+00  0.121729E+03 -0.390422E+02  0.577586E+02 -0.132125E+00***********  -1208.967  -2065.394     726
   727.00000  0.470733E+00  0.121729E+03 -0.390402E+02  0.577586E+02 -0.132134E+00***********  -1210.520  -2066.586     727
   728.00000  0.676473E+00  0.121729E+03 -0.390382E+02  0.577586E+02 -0.132143E+00***********  -1212.061  -2067.777     728
   729.00000  0.755213E+00  0.121729E+03 -0.390362E+02  0.577586E+02 -0.132152E+00***********  -1213.588  -2068.968     729
   730.00000  0.770453E+00  0.121729E+03 -0.390342E+02  0.577586E+02 -0.132162E+00***********  -1215.104  -2070.155     730
   731.00000  0.770453E+00  0.121729E+03 -0.390342E+02  0.577586E+02 -0.132171E+00-472234.219  -1203.438  -2071.342     731
   732.00000  0.783153E+00  0.121729E+03 -0.390309E+02  0.577586E+02 -0.132180E+00***********  -1209.210  -2072.527     732
   733.00000  0.795853E+00  0.121729E+03 -0.390287E+02  0.577586E+02 -0.132189E+00***********  -1214.058  -2073.710     733
   734.00000  0.808553E+00  0.121729E+03 -0.390267E+02  0.577586E+02 -0.132198E+00***********  -1217.393  -2074.893     734
   735.00000  0.818713E+00  0.121729E+03 -0.390247E+02  0.577586E+02 -0.132207E+00***********  -1219.926  -2076.073     735
   736.00000  0.823793E+00  0.121729E+03 -0.390228E+02  0.577586E+02 -0.132217E+00***********  -1222.040  -2077.252     736
   737.00000  0.839033E+00  0.121729E+03 -0.390208E+02  0.577586E+02 -0.132226E+00***********  -1223.919  -2078.430     737
   738.00000  0.910153E+00  0.121729E+03 -0.390189E+02  0.577586E+02 -0.132235E+00***********  -1225.670  -2079.606     738
   739.00000  0.101683E+01  0.121729E+03 -0.390170E+02  0.577586E+02 -0.132244E+00***********  -1227.331  -2080.781     739
   740.00000  0.108287E+01  0.121729E+03 -0.390151E+02  0.577586E+02 -0.132253E+00***********  -1228.926  -2081.953     740
   741.00000  0.127337E+01  0.121729E+03 -0.390133E+02  0.577586E+02 -0.132262E+00***********  -1230.473  -2083.125     741
   742.00000  0.131909E+01  0.121729E+03 -0.390114E+02  0.577586E+02 -0.132271E+00***********  -1231.983  -2084.294     742
   743.00000  0.134195E+01  0.121729E+03 -0.390096E+02  0.577586E+02 -0.132280E+00***********  -1233.463  -2085.462     743
   744.00000  0.139783E+01  0.121729E+03 -0.390078E+02  0.577586E+02 -0.132289E+00***********  -1234.918  -2086.629     744
   745.00000  0.150451E+01  0.121729E+03 -0.390059E+02  0.577586E+02 -0.132298E+00***********  -1236.353  -2087.795     745
   746.00000  0.163151E+01  0.121729E+03 -0.390041E+02  0.577586E+02 -0.132307E+00***********  -1237.764  -2088.959     746
   747.00000  0.183725E+01  0.121729E+03 -0.390023E+02  0.577586E+02 -0.132316E+00***********  -1239.139  -2090.121     747
   748.00000  0.187789E+01  0.121729E+03 -0.390005E+02  0.577586E+02 -0.132325E+00***********  -1240.490  -2091.282     748
   749.00000  0.189821E+01  0.121729E+03 -0.389988E+02  0.577586E+02 -0.132334E+00***********  -1241.829  -2092.442     749
   750.00000  0.191599E+01  0.121729E+03 -0.389970E+02  0.577586E+02 -0.132343E+00***********  -1243.159  -2093.600     750
   751.00000  0.197187E+01  0.121729E+03 -0.389952E+02  0.577586E+02 -0.132352E+00***********  -1244.486  -2094.756     751
   752.00000  0.212173E+01  0.121729E+03 -0.389935E+02  0.577586E+02 -0.132361E+00***********  -1245.812  -2095.911     752
   753.00000  0.216745E+01  0.121729E+03 -0.389917E+02  0.577586E+02 -0.132370E+00***********  -1247.135  -2097.064     753
   754.00000  0.232239E+01  0.121729E+03 -0.389900E+02  0.577586E+02 -0.132379E+00***********  -1248.460  -2098.216     754
   755.00000  0.235033E+01  0.121729E+03 -0.389883E+02  0.577586E+02 -0.132388E+00***********  -1249.787  -2099.366     755
   756.00000  0.238335E+01  0.121729E+03 -0.389866E+02  0.577586E+02 -0.132397E+00***********  -1251.110  -2100.514     756
end
